ball,score,commentary,second_commentary,output_labels_primary,output_labels_secondary
1.3,1w,"ellis to gaikwad , 1 widepitches just outside leg , and darts down further after landing on the fuller side of a length  he looked to flick but missed , and it  called wide","nathan ellis to gaikwad , wide , full and just sliding down leg with the angle","['Bowler: ellis', 'Batsman: gaikwad', 'Runs: 1', 'Length: Length', 'Batsman: gaikwad']","['Bowler: nathan ellis', 'Batsman: gaikwad', 'Length: Full', 'Batsman: gaikwad']"
1.2,1,"ellis to jaiswal ,  1 runah , ellis leaps to his left with his left hand outstretched , but the ball is beyond him  jaiswal looked to push hard at this length ball , but ended up chipping it towards mid-on , who threw wide at the non-striker  end","nathan ellis to jaiswal , 1 run , stops on him agian , good length delivery on outside-off , jaiswal looked to push it back down the ground and it lobbed up to nathan ellis' left off the inner half , he leaped to his left but couldn't get it","['Bowler: ellis', 'Batsman: jaiswal', 'Runs: 1', 'Length: Length', 'Shot Position: Mid-on', 'Batsman: jaiswal']","['Bowler: nathan ellis', 'Batsman: jaiswal', 'Runs: 1', 'Length: Good', 'Length: Length', 'Line: Outside-off', 'Batsman: jaiswal']"
1.1,•,"ellis to jaiswal , no runbunts at this length ball , which angles across and finishes pretty wide of off  the ball trickles towards mid-off , as jaiswal plays far away from his body","nathan ellis to jaiswal , no run , full outside-off , jaiswal looked to drive through extra-cover , went towards mid-off off the inner half of the blade , that didn't quite come on to the bat","['Bowler: ellis', 'Batsman: jaiswal', 'Length: Length', 'Shot Position: Mid-off', 'Batsman: jaiswal']","['Bowler: nathan ellis', 'Batsman: jaiswal', 'Length: Full', 'Line: Outside-off', 'Shot Type: Drive', 'Shot Position: Extra-cover', 'Batsman: jaiswal']"
0.6,2lb,"stoinis to gaikwad , 2 leg byesthis stays slightly low off a short of a length - uneven bounce was talked about too at the pitch report - as the ball finishes on his pads around leg-stump while he attempts to swipe  but the ball ends up rolling behind the wicket for two leg byes","stoinis to gaikwad , leg byes , 2 runs , short of length and attacking the pads , gaikwad looked to pull and was cramped for room and beaten for pace , ended up hitting him on the thigh-pad before going towards backward-square-leg","['Bowler: stoinis', 'Batsman: gaikwad', 'Runs: 2', 'Length: Short', 'Length: Length', 'Line: Leg-stump', 'Batsman: gaikwad']","['Bowler: stoinis', 'Batsman: gaikwad', 'Runs: 2', 'Length: Short', 'Length: Length', 'Shot Type: Pull', 'Speed: Pace', 'Shot Position: Backward-square-leg', 'Batsman: gaikwad']"
0.5,1,"stoinis to jaiswal ,  1 runanother shortish delivery - this time around leg  pulled hard to fine-leg","stoinis to jaiswal , 1 run , short of length on middle , pulled away towards deep backward-square-leg , looked like it stopped on him just a touch","['Bowler: stoinis', 'Batsman: jaiswal', 'Runs: 1', 'Shot Position: Fine-leg', 'Batsman: jaiswal']","['Bowler: stoinis', 'Batsman: jaiswal', 'Runs: 1', 'Length: Short', 'Length: Length', 'Shot Position: Backward-square-leg', 'Batsman: jaiswal']"
0.5,1,"stoinis to jaiswal ,  1 runanother shortish delivery - this time around leg  pulled hard to fine-leg","stoinis to jaiswal , wide , full and shaping down leg , wade has to dive full length to his right to reel that in","['Bowler: stoinis', 'Batsman: jaiswal', 'Runs: 1', 'Shot Position: Fine-leg', 'Batsman: jaiswal']","['Bowler: stoinis', 'Batsman: jaiswal', 'Length: Full', 'Field Activity: Dive', 'Length: Full', 'Length: Length', 'Batsman: jaiswal']"
0.5,1w,"stoinis to jaiswal , 1 wideslower ball , but entirely off his line  bowls this on the fuller side of a length another one and a half set of stumps outside leg - jaiswal even thinks of a swing before he misses - and wade dives to collect it  wide called","stoinis to jaiswal , 1 run , short of length on middle , pulled away towards deep backward-square-leg , looked like it stopped on him just a touch","['Bowler: stoinis', 'Batsman: jaiswal', 'Runs: 1', 'Length: Length', 'Batsman: jaiswal']","['Bowler: stoinis', 'Batsman: jaiswal', 'Runs: 1', 'Length: Short', 'Length: Length', 'Shot Position: Backward-square-leg', 'Batsman: jaiswal']"
0.5,1w,"stoinis to jaiswal , 1 wideslower ball , but entirely off his line  bowls this on the fuller side of a length another one and a half set of stumps outside leg - jaiswal even thinks of a swing before he misses - and wade dives to collect it  wide called","stoinis to jaiswal , wide , full and shaping down leg , wade has to dive full length to his right to reel that in","['Bowler: stoinis', 'Batsman: jaiswal', 'Runs: 1', 'Length: Length', 'Batsman: jaiswal']","['Bowler: stoinis', 'Batsman: jaiswal', 'Length: Full', 'Field Activity: Dive', 'Length: Full', 'Length: Length', 'Batsman: jaiswal']"
0.4,1,"stoinis to gaikwad ,  1 runon a few bounces to the man at fine-leg , who takes a few steps to his left to collect that  on a short of a length around off , as gaikwad swivelled to pull it high","stoinis to gaikwad , 1 run , short of length on middle , short-arm jabbed towards deep backward-square-leg , fielder takes it on the bounce","['Bowler: stoinis', 'Batsman: gaikwad', 'Runs: 1', 'Length: Short', 'Length: Length', 'Shot Type: Pull', 'Shot Position: Fine-leg', 'Batsman: gaikwad']","['Bowler: stoinis', 'Batsman: gaikwad', 'Runs: 1', 'Length: Short', 'Length: Length', 'Shot Position: Backward-square-leg', 'Batsman: gaikwad']"
0.3,4,"stoinis to gaikwad , four runsleans into the drive to bisect the gap between extra-cover and cover  presents the full face of the bat at this length ball shaping away to end around seventh stump , as the ball teases inglis from cover all the way back","stoinis to gaikwad , four , oh that'll feel amazing  pitched up full just outside-off , gaikwad pressed forward , got his weight moving into the ball nicely and punched that with sublime timing through cover , found the gap as well and it beat the fielder to the fence","['Bowler: stoinis', 'Batsman: gaikwad', 'Outcome: Four', 'Shot Type: Drive', 'Length: Full', 'Length: Length', 'Shot Position: Extra-cover', 'Batsman: gaikwad']","['Bowler: stoinis', 'Batsman: gaikwad', 'Outcome: Four', 'Length: Full', 'Line: Outside-off', 'Shot Position: Cover', 'Batsman: gaikwad']"
0.2,1,"stoinis to jaiswal ,  1 runthere is a deep backward-point early on for jaiswal , and he guides this short of a length ball around off stump to the man there  he almost seemed to be cramped for room on this ball","stoinis to jaiswal , 1 run , just short of length on outside-off , jaiswal says leg-side and cuts it away towards deep-point","['Bowler: stoinis', 'Batsman: jaiswal', 'Runs: 1', 'Length: Short', 'Length: Length', 'Shot Position: Backward-point', 'Batsman: jaiswal']","['Bowler: stoinis', 'Batsman: jaiswal', 'Runs: 1', 'Length: Short', 'Length: Length', 'Line: Outside-off', 'Shot Position: Deep-point', 'Batsman: jaiswal']"
0.1,•,"stoinis to jaiswal , no runah , some swing right away  this was angled across , but swung back in and landed on a length on middle-stump  jaiswal nudged it to mid-onsee all photos","stoinis to jaiswal , no run , full and straight on middle , hint of swing back in , pushed towards mid-on","['Bowler: stoinis', 'Batsman: jaiswal', 'Length: Length', 'Line: Middle-stump', 'Batsman: jaiswal']","['Bowler: stoinis', 'Batsman: jaiswal', 'Length: Full', 'Shot Position: Mid-on', 'Batsman: jaiswal']"
